land_variable,mean,median,std,min,max,count,Country
Other areas,81126.72066666668,81057.5,191.41546976096657,81025.5,81603.1,15,Iceland
Permanent meadows and pastures,17552.0,17510.0,54.27443491842463,17510.0,17650.0,15,Iceland
Total area,103000.0,103000.0,0.0,103000.0,103000.0,15,Iceland
Arable and cropland % land area,34.46273333333333,34.544,0.2486703114759051,33.945,34.838,15,Germany
Arable land and permanent crops,120261.33333333333,120510.0,788.47834164173,118600.0,121450.0,15,Germany
Forest,113826.06666666667,113925.0,368.73886746714174,113162.0,114190.0,15,Germany
Forest % land area,32.6184,32.674,0.10891398965632175,32.414,32.738,15,Germany
Land area,348963.3333333333,348900.0,272.62393424607154,348560.0,349390.0,15,Germany
Meadows and pastures % land area,14.056533333333334,13.982,0.6713530970751393,13.245,15.13,15,Germany
Other % land area,18.8628,18.713,0.618516681839937,17.875,19.835,15,Germany
Other areas,65823.93333333333,65245.0,2173.7978111612697,62400.0,69300.0,15,Germany
Permanent meadows and pastures,49052.0,48750.0,2347.911533986869,46210.0,52820.0,15,Germany
Total area,357206.0,357100.0,227.5584697234386,356990.0,357590.0,15,Germany
Arable and cropland % land area,25.005133333333333,25.181,0.8314911619379681,23.569,26.557,15,United Kingdom
Arable land and permanent crops,60494.832,60920.0,2012.0162395901007,57020.0,64250.0,15,United Kingdom
Forest,30307.577999999998,30275.0,1177.3033138017488,28308.0,31986.67,15,United Kingdom
Forest % land area,12.5274,12.514,0.48665370498068683,11.701,13.221,15,United Kingdom
Land area,241930.0,241930.0,0.0,241930.0,241930.0,15,United Kingdom
Meadows and pastures % land area,46.45053333333333,46.493,0.620974564313071,45.219,47.601,15,United Kingdom
Other % land area,16.016866666666665,15.824,1.0390327828367707,14.424,17.672,15,United Kingdom
Other areas,38749.895333333334,38282.0,2513.9301107539245,34897.04,42755.0,15,United Kingdom
Permanent meadows and pastures,112377.69333333333,112480.0,1501.8971852135521,109399.0,115160.0,15,United Kingdom
Total area,243610.0,243610.0,0.0,243610.0,243610.0,15,United Kingdom
Arable and cropland % land area,22.5952,23.057,3.896357148487729,16.679,28.322,15,Indonesia
Arable land and permanent crops,421396.0,432900.0,77801.36188672131,302160.0,536000.0,15,Indonesia
Forest,1002632.9600000001,1001454.0,61292.182315596234,915276.6,1133655.0,15,Indonesia
Forest % land area,53.9356,53.339,4.126242753055486,48.362,62.579,15,Indonesia
Land area,1860935.0666666667,1877519.0,31050.409591194657,1811570.0,1892556.0,15,Indonesia
Meadows and pastures % land area,5.988200000000001,5.859,0.23995838924994614,5.812,6.514,15,Indonesia
Other % land area,17.481133333333332,17.504,1.467399491163421,14.228,20.218,15,Indonesia
Other areas,325536.78,326089.7,30271.502396978663,257755.0,379589.8,15,Indonesia
Permanent meadows and pastures,111369.33333333333,110000.0,2766.375830955588,110000.0,118000.0,15,Indonesia
Total area,1912296.2666666666,1910930.0,2466.3939688387272,1910930.0,1916907.0,15,Indonesia
Arable and cropland % land area,2.6445333333333334,2.437,0.37131905161900614,2.312,3.466,15,Chile
Arable land and permanent crops,19662.6,18119.0,2760.6388960321688,17190.0,25770.0,15,Chile
Forest,166478.02,164528.0,9730.523269382787,154173.5,183336.2,15,Chile
Forest % land area,22.39013333333333,22.128,1.3087244535188065,20.735,24.657,15,Chile
Land area,743532.0,743532.0,0.0,743532.0,743532.0,15,Chile
Meadows and pastures % land area,16.441533333333332,17.383,2.16348646754217,11.813,18.847,15,Chile
Other % land area,58.5238,58.485,1.2204206066528265,56.714,61.092,15,Chile
Other areas,435143.70666666667,434854.4,9074.40787580001,421684.0,454240.5,15,Chile
Permanent meadows and pastures,122247.69666666667,129250.0,16085.357872725506,87836.37,140130.0,15,Chile
Total area,756216.8,756096.0,250.07975870568504,756096.0,756700.0,15,Chile
Arable and cropland % land area,35.32326666666667,35.354,0.2868375515032516,34.646,35.607,15,France
Arable land and permanent crops,193423.44,193583.0,1576.6548190030967,189705.4,194970.0,15,France
Forest,160381.8,160797.0,8756.430079824593,146916.0,173364.0,15,France
Forest % land area,29.289066666666667,29.366,1.5998676492879313,26.831,31.661,15,France
Land area,547580.7333333333,547557.0,79.3162446581232,547557.0,547867.0,15,France
Meadows and pastures % land area,18.188066666666668,17.985,1.0271922526039237,16.863,20.202,15,France
Other % land area,17.1996,17.295,0.5243668018259169,16.191,17.849,15,France
Other areas,94181.504,94698.98,2875.0170544060597,88655.46,97737.02,15,France
Permanent meadows and pastures,99593.99133333334,98478.0,5625.169767224643,92337.23,110617.0,15,France
Total area,549106.7266666667,549087.0,77.53657631510612,549086.0,549387.0,15,France
Arable and cropland % land area,7.314933333333333,7.387,0.14879058469956405,6.989,7.478,15,Finland
Arable land and permanent crops,22254.466666666667,22450.0,438.10971663445576,21287.0,22777.0,15,Finland
Forest,223228.50666666668,223438.2,1070.8343805960997,220464.2,224252.8,15,Finland
Forest % land area,73.37273333333333,73.491,0.38506445966258346,72.381,73.736,15,Finland
Land area,304240.51333333337,304090.0,341.57569097736666,303890.0,304590.0,15,Finland
Meadows and pastures % land area,0.12286666666666667,0.092,0.08757924302894954,0.069,0.348,15,Finland
Other % land area,19.189666666666668,19.135,0.36801196926704705,18.784,19.878,15,Finland
Other areas,58383.472,58270.0,1165.6803545704263,57086.0,60545.16,15,Finland
Permanent meadows and pastures,374.06666666666666,280.0,266.66792261609,210.0,1060.0,15,Finland
Total area,338303.73333333334,338420.0,149.57247009233205,338150.0,338470.0,15,Finland
Arable and cropland % land area,52.38613333333333,53.454,2.9839463291483836,47.0,56.203,15,Hungary
Arable land and permanent crops,47284.799333333336,47900.0,2394.7186869695056,42891.99,50470.0,15,Hungary
Forest,19840.259333333335,20088.24,771.845049942635,18460.81,20608.2,15,Hungary
Forest % land area,21.9696,22.417,0.7403619578094418,20.544,22.7,15,Hungary
Land area,90294.0,89860.0,687.0620683128171,89610.0,91260.0,15,Hungary
Meadows and pastures % land area,10.664866666666667,11.349,1.9276981042041776,8.267,12.876,15,Hungary
Other % land area,14.979466666666667,12.98,4.263340137006372,9.839,22.252,15,Hungary
Other areas,13549.948533333334,11633.08,3952.748369108419,8835.57,20307.55,15,Hungary
Permanent meadows and pastures,9618.992866666667,10170.0,1680.7407772995666,7544.893,11570.0,15,Hungary
Total area,93030.0,93030.0,0.0,93030.0,93030.0,15,Hungary
Arable and cropland % land area,11.034133333333333,11.588,0.8216866683550247,9.98,11.82,15,Slovenia
Arable land and permanent crops,2222.326666666667,2333.5,165.5369206407987,2010.0,2380.3,15,Slovenia
Forest,12348.255333333333,12398.6,141.13156905458638,12015.0,12480.0,15,Slovenia
Forest % land area,61.31086666666667,61.569,0.6987928230339844,59.657,61.958,15,Slovenia
Land area,20140.353333333333,20140.0,2.7262917427644524,20136.4,20146.0,15,Slovenia
Meadows and pastures % land area,16.8722,16.137,1.96219957482122,14.399,19.357,15,Slovenia
Other % land area,10.782466666666666,12.537,3.0774624255955394,7.141,14.871,15,Slovenia
Other areas,2171.6244666666666,2525.0,619.7461191205484,1438.6,2995.0,15,Slovenia
Permanent meadows and pastures,3398.1466666666665,3250.0,395.3054404357411,2900.0,3899.7,15,Slovenia
Total area,20366.0,20270.0,151.6834109019742,20270.0,20675.0,15,Slovenia
Arable and cropland % land area,6.512866666666667,6.468,0.21509428718808984,6.233,6.871,15,Sweden
Arable land and permanent crops,26528.853333333333,26345.0,876.9460114239544,25386.5,27990.0,15,Sweden
Forest,280715.73333333334,280930.0,672.8939065884132,279800.0,281540.0,15,Sweden
Forest % land area,68.91633333333333,68.967,0.1623090819863105,68.695,69.117,15,Sweden
Land area,407328.33999999997,407339.7,20.791990216039984,407283.6,407339.7,15,Sweden
Meadows and pastures % land area,1.1429333333333331,1.129,0.10927780239022968,0.913,1.414,15,Sweden
Other % land area,23.427733333333332,23.387,0.40049638248173053,22.794,23.93,15,Sweden
Other areas,95427.62533333334,95263.69,1628.101085357094,92849.69,97461.86,15,Sweden
Permanent meadows and pastures,4656.12,4600.0,445.2007559998716,3719.0,5760.0,15,Sweden
Total area,474484.6,447420.1,39618.55505688864,447420.1,528861.1,15,Sweden
Arable and cropland % land area,26.912,27.133,0.49539344632995214,26.173,27.209,4,Belgo-Luxembourg Economic Union
Arable land and permanent crops,8832.5,8905.0,162.5576820700886,8590.0,8930.0,4,Belgo-Luxembourg Economic Union
Forest,7576.8,7576.8,23.754297856738763,7549.2,7604.4,4,Belgo-Luxembourg Economic Union
Forest % land area,23.086,23.086,0.07229568912920632,23.002,23.17,4,Belgo-Luxembourg Economic Union
Land area,32820.0,32820.0,0.0,32820.0,32820.0,4,Belgo-Luxembourg Economic Union
Meadows and pastures % land area,18.860500000000002,18.967,0.33661204177311665,18.373,19.135,4,Belgo-Luxembourg Economic Union
Other % land area,31.141750000000002,31.134500000000003,0.4361424652564786,30.654,31.644,4,Belgo-Luxembourg Economic Union
Other areas,10220.7,10218.2,143.09880036767183,10060.8,10385.6,4,Belgo-Luxembourg Economic Union
Permanent meadows and pastures,6190.0,6225.0,110.45361017187261,6030.0,6280.0,4,Belgo-Luxembourg Economic Union
Total area,33120.0,33120.0,0.0,33120.0,33120.0,4,Belgo-Luxembourg Economic Union
Arable and cropland % land area,11.533714285714286,11.401,0.4108273881536424,11.108,12.171,14,OECD - Total
Arable land and permanent crops,4094022.3928571427,4048596.75,144544.64730253606,3944386.75,4317424.0,14,OECD - Total
Forest,11549351.218571428,11539457.0,53471.18151334623,11485244.37,11631361.0,14,OECD - Total
Forest % land area,32.53657142857143,32.4955,0.14266783060700589,32.376,32.756,14,OECD - Total
Land area,35496420.48571429,35499368.0,15607.596216282142,35473873.7,35511312.0,14,OECD - Total
Meadows and pastures % land area,24.604142857142854,24.6055,1.3678143068494255,22.484,26.278,14,OECD - Total
Other % land area,30.9545,30.725,1.3576484619200395,29.203,33.073,14,OECD - Total
Other areas,10987842.040928572,10910827.5,484542.20858702116,10359599.304,11740559.0,14,OECD - Total
Permanent meadows and pastures,8733469.214285715,8737566.0,483318.9222472256,7981768.5,9321779.0,14,OECD - Total
Total area,37383781.885714285,37216368.0,246210.50964550348,37179333.1,37740288.0,14,OECD - Total
Arable and cropland % land area,3.5936666666666666,3.497,0.43725142598259104,3.023,4.344,15,Colombia
Arable land and permanent crops,39872.0,38800.0,4852.5195222982575,33540.0,48200.0,15,Colombia
Forest,615061.1799999999,613861.0,16678.899139126104,589426.3,642913.5,15,Colombia
Forest % land area,55.43586666666667,55.328,1.5032989849312142,53.125,57.946,15,Colombia
Land area,1109500.0,1109500.0,0.0,1109500.0,1109500.0,15,Colombia
Meadows and pastures % land area,35.665733333333336,35.698,1.095006749272524,33.898,37.285,15,Colombia
Other % land area,5.304666666666666,6.005,2.181991707024527,1.582,8.373,15,Colombia
Other areas,58855.47866666667,66622.7,24209.048190048066,17556.52,92893.75,15,Colombia
Permanent meadows and pastures,395711.3333333333,396070.0,12148.45659019324,376100.0,413676.0,15,Colombia
Total area,1141674.4,1141750.0,291.9679043026536,1140619.0,1141750.0,15,Colombia
Arable and cropland % land area,1.6973333333333334,1.71,0.07519181819725809,1.533,1.767,15,Saudi Arabia
Arable land and permanent crops,36483.689999999995,36750.0,1614.7156246976915,32950.0,37980.0,15,Saudi Arabia
Forest,9770.0,9770.0,0.0,9770.0,9770.0,15,Saudi Arabia
Forest % land area,0.454,0.454,0.0,0.454,0.454,15,Saudi Arabia
Land area,2149690.0,2149690.0,0.0,2149690.0,2149690.0,15,Saudi Arabia
Meadows and pastures % land area,76.38293333333334,79.081,6.103857895587332,59.078,79.081,15,Saudi Arabia
Other % land area,21.465266666666665,18.782,6.0742342311799336,18.698,38.707,15,Saudi Arabia
Other areas,461436.31333333335,403755.7,130575.4070926116,401940.0,832070.0,15,Saudi Arabia
Permanent meadows and pastures,1642000.0,1700000.0,131214.1107394432,1270000.0,1700000.0,15,Saudi Arabia
Total area,2149690.0,2149690.0,0.0,2149690.0,2149690.0,15,Saudi Arabia
Arable and cropland % land area,12.877933333333335,12.968,2.1747233146398406,10.198,15.814,15,Argentina
Arable land and permanent crops,352426.48000000004,354907.0,59512.73508830096,279100.0,432767.6,15,Argentina
Forest,313392.44666666666,311632.0,21997.944603818447,284636.7,346562.0,15,Argentina
Forest % land area,11.451533333333334,11.387,0.803890527965332,10.401,12.664,15,Argentina
Land area,2736690.0,2736690.0,0.0,2736690.0,2736690.0,15,Argentina
Meadows and pastures % land area,32.81293333333333,33.611,3.6984680702510717,27.289,36.519,15,Argentina
Other % land area,42.8578,41.122,2.441269962247402,40.619,46.929,15,Argentina
Other areas,1172884.1333333333,1125374.0,66808.89726982116,1111628.0,1284302.0,15,Argentina
Permanent meadows and pastures,897986.9333333333,919835.0,101216.69221418446,746810.0,999400.0,15,Argentina
Total area,2780400.0,2780400.0,0.0,2780400.0,2780400.0,15,Argentina
Arable and cropland % land area,19.137866666666664,18.866,3.079182286319041,15.572,27.496,15,Latvia
Arable land and permanent crops,11909.0,11740.0,1916.1440074125057,9690.0,17110.0,15,Latvia
Forest,33173.263999999996,33327.84,796.3921454445128,31934.0,34146.6,15,Latvia
Forest % land area,53.30993333333333,53.558,1.2795572597396316,51.319,54.872,15,Latvia
Land area,62227.2,62227.0,0.774596669241886,62227.0,62230.0,15,Latvia
Meadows and pastures % land area,10.585933333333333,10.301,0.9951313959664299,9.626,12.904,15,Latvia
Other % land area,16.9662,16.564,3.8268552214206237,8.281,22.299,15,Latvia
Other areas,10557.603666666666,10307.16,2381.3823557625897,5153.003,13875.88,15,Latvia
Permanent meadows and pastures,6587.333333333333,6410.0,619.2791508412556,5990.0,8030.0,15,Latvia
Total area,64593.73333333333,64594.0,1.0327955589881748,64590.0,64594.0,15,Latvia
Arable and cropland % land area,10.377933333333333,9.988,0.7870866231749537,9.597,11.966,15,Costa Rica
Arable land and permanent crops,5299.0,5100.0,401.9070610405916,4900.0,6110.0,15,Costa Rica
Forest,29097.748,28823.1,628.3020772026348,28586.18,30512.4,15,Costa Rica
Forest % land area,56.98733333333333,56.449,1.2306513180696899,55.985,59.758,15,Costa Rica
Land area,51060.0,51060.0,0.0,51060.0,51060.0,15,Costa Rica
Meadows and pastures % land area,26.0034,25.46,2.456893008892095,23.502,31.59,15,Costa Rica
Other % land area,6.631266666666666,7.079,1.964967519421365,1.971,8.598,15,Costa Rica
Other areas,3385.9186666666665,3614.7,1003.3113610462013,1006.541,4389.939,15,Costa Rica
Permanent meadows and pastures,13277.333333333334,13000.0,1254.5486761988873,12000.0,16130.0,15,Costa Rica
Total area,51100.0,51100.0,0.0,51100.0,51100.0,15,Costa Rica
Arable and cropland % land area,36.4706,35.367,7.261030050894983,25.016,47.798,15,Lithuania
Arable land and permanent crops,22854.733333333334,22166.0,4551.711129841591,15680.0,29960.0,15,Lithuania
Forest,21049.511333333332,21250.0,875.9786652234568,19675.0,22026.67,15,Lithuania
Forest % land area,33.59066666666667,33.902,1.406492987472573,31.39,35.181,15,Lithuania
Land area,62665.666666666664,62680.0,23.792756000416855,62610.0,62680.0,15,Lithuania
Meadows and pastures % land area,11.2598,9.944,3.418262762615787,7.339,19.496,15,Lithuania
Other % land area,18.679,18.084,3.9759995868065316,12.117,26.516,15,Lithuania
Other areas,11705.355333333333,11328.0,2492.6936264521632,7595.0,16620.0,15,Lithuania
Permanent meadows and pastures,7056.066666666667,6226.0,2142.513392745828,4600.0,12220.0,15,Lithuania
Total area,65296.8,65300.0,5.595916878787443,65286.0,65300.0,15,Lithuania
Arable and cropland % land area,63.726800000000004,64.609,2.9032036786970363,58.435,66.525,15,Moldova
Arable land and permanent crops,20965.133333333335,21250.0,955.243190177743,19217.0,21920.0,15,Moldova
Forest,3632.58,3654.7,206.79168330886603,3311.0,3865.0,15,Moldova
Forest % land area,11.042066666666667,11.112,0.6316796731918856,10.049,11.753,15,Moldova
Land area,32898.39333333333,32890.0,31.46436684493202,32850.0,32970.0,15,Moldova
Meadows and pastures % land area,10.935133333333333,10.946,0.46474983542095977,10.252,11.713,15,Moldova
Other % land area,14.295933333333332,13.333,2.76387596544797,11.869,19.476,15,Moldova
Other areas,4703.2134,4385.3,910.1965871136846,3905.0,6404.901,15,Moldova
Permanent meadows and pastures,3597.4666666666667,3600.0,152.5108270941848,3380.0,3850.0,15,Moldova
Total area,33846.666666666664,33850.0,4.879500364746202,33840.0,33850.0,15,Moldova
Arable and cropland % land area,31.58353333333333,31.969,3.183001971784019,27.344,40.625,15,Malta
Arable land and permanent crops,101.06666666666666,102.3,10.185891269416777,87.5,130.0,15,Malta
